年,月,行政區,買賣筆數
104,2,大溪區,170
104,2,中壢區,738
104,2,楊梅區,517
104,2,蘆竹區,390
104,2,大園區,148
104,2,龜山區,227
104,2,八德區,252
104,2,龍潭區,245
104,2,平鎮區,311
104,2,新屋區,150
104,2,觀音區,120
104,2,復興區,21
104,12,桃園區,1322
104,12,大溪區,341
104,12,中壢區,1912
104,12,楊梅區,925
104,12,蘆竹區,770
104,12,大園區,378
104,12,龜山區,832
104,12,八德區,631
104,12,龍潭區,683
104,12,平鎮區,676
104,12,新屋區,288
104,12,觀音區,294
104,12,復興區,29
104,11,桃園區,808
104,11,大溪區,165
104,11,中壢區,802
104,11,楊梅區,706
104,11,蘆竹區,335
104,11,大園區,168
104,11,龜山區,330
104,11,八德區,295
104,11,龍潭區,292
104,11,平鎮區,439
104,11,新屋區,99
104,11,觀音區,182
104,11,復興區,28
104,10,桃園區,737
104,10,大溪區,189
104,10,中壢區,771
104,10,楊梅區,405
104,10,蘆竹區,256
104,10,大園區,175
104,10,龜山區,197
104,10,八德區,260
104,10,龍潭區,269
104,10,平鎮區,403
104,10,新屋區,305
104,10,觀音區,257
104,10,復興區,13
104,1,桃園區,988
104,1,大溪區,203
104,1,中壢區,1047
104,1,楊梅區,442
104,1,蘆竹區,505
104,1,大園區,209
104,1,龜山區,289
104,1,八德區,573
104,1,龍潭區,484
104,1,平鎮區,518
104,1,新屋區,305
104,1,觀音區,216
104,1,復興區,37
103,9,桃園區,1174
103,9,大溪區,280
103,9,中壢區,812
103,9,楊梅區,478
103,9,蘆竹區,401
103,9,大園區,193
103,9,龜山區,297
103,9,八德區,492
103,9,龍潭區,420
103,9,平鎮區,596
103,9,新屋區,138
103,9,觀音區,208
103,9,復興區,38
103,8,桃園區,1528
103,8,大溪區,317
103,8,中壢區,949
103,8,楊梅區,433
103,8,蘆竹區,464
103,8,大園區,204
103,8,龜山區,566
103,8,八德區,414
103,8,龍潭區,343
103,8,平鎮區,630
103,8,新屋區,278
103,8,觀音區,183
103,8,復興區,23
103,7,桃園區,1283
103,7,大溪區,314
103,7,中壢區,1078
103,7,楊梅區,776
103,7,蘆竹區,359
103,7,大園區,352
103,7,龜山區,462
103,7,八德區,374
103,7,龍潭區,440
103,7,平鎮區,615
103,7,新屋區,250
103,7,觀音區,302
103,7,復興區,22
103,6,桃園區,1055
103,6,大溪區,315
103,6,中壢區,1015
103,6,楊梅區,871
103,6,蘆竹區,474
103,6,大園區,384
103,6,龜山區,369
103,6,八德區,419
103,6,龍潭區,386
103,6,平鎮區,735
103,6,新屋區,160
103,6,觀音區,236
103,6,復興區,35
103,5,桃園區,1224
103,5,大溪區,306
103,5,中壢區,1265
103,5,楊梅區,668
103,5,蘆竹區,577
103,5,大園區,581
103,5,龜山區,511
103,5,八德區,564
103,5,龍潭區,459
103,5,平鎮區,795
103,5,新屋區,290
103,5,觀音區,325
103,5,復興區,29
103,4,桃園區,1203
103,4,大溪區,355
103,4,中壢區,1333
103,4,楊梅區,708
103,4,蘆竹區,672
103,4,大園區,327
103,4,龜山區,580
103,4,八德區,456
103,4,龍潭區,400
103,4,平鎮區,628
103,4,新屋區,176
103,4,觀音區,302
103,4,復興區,14
103,3,桃園區,1243
103,3,大溪區,250
103,3,中壢區,983
103,3,楊梅區,737
103,3,蘆竹區,565
103,3,大園區,320
103,3,龜山區,326
103,3,八德區,333
103,3,龍潭區,381
103,3,平鎮區,622
103,3,新屋區,274
103,3,觀音區,319
103,3,復興區,34
103,2,桃園區,1062
103,2,大溪區,228
103,2,中壢區,885
103,2,楊梅區,412
103,2,蘆竹區,352
103,2,大園區,308
103,2,龜山區,280
103,2,八德區,326
103,2,龍潭區,381
103,2,平鎮區,501
103,2,新屋區,200
103,2,觀音區,204
103,2,復興區,22
103,12,桃園區,1287
103,12,大溪區,206
103,12,中壢區,1122
103,12,楊梅區,496
103,12,蘆竹區,521
103,12,大園區,253
103,12,龜山區,340
103,12,八德區,653
103,12,龍潭區,465
103,12,平鎮區,712
103,12,新屋區,191
103,12,觀音區,351
103,12,復興區,20
103,11,桃園區,968
103,11,大溪區,223
103,11,中壢區,748
103,11,楊梅區,334
103,11,蘆竹區,356
103,11,大園區,245
103,11,龜山區,359
103,11,八德區,325
103,11,龍潭區,337
103,11,平鎮區,479
103,11,新屋區,158
103,11,觀音區,343
103,11,復興區,27
103,10,桃園區,1253
103,10,大溪區,199
103,10,中壢區,913
103,10,楊梅區,504
103,10,蘆竹區,567
103,10,大園區,218
103,10,龜山區,364
103,10,八德區,411
103,10,龍潭區,450
103,10,平鎮區,527
103,10,新屋區,312
103,10,觀音區,216
103,10,復興區,23
103,1,桃園區,1379
103,1,大溪區,452
103,1,中壢區,1341
103,1,楊梅區,977
103,1,蘆竹區,604
103,1,大園區,384
103,1,龜山區,374
103,1,八德區,708
103,1,龍潭區,598
103,1,平鎮區,827
103,1,新屋區,680
103,1,觀音區,401
103,1,復興區,3
102,9,桃園區,1343
102,9,大溪區,275
102,9,中壢區,1394
102,9,楊梅區,649
102,9,蘆竹區,941
102,9,大園區,592
102,9,龜山區,462
102,9,八德區,545
102,9,龍潭區,525
102,9,平鎮區,747
102,9,新屋區,361
102,9,觀音區,361
102,9,復興區,8
102,8,桃園區,1257
102,8,大溪區,268
102,8,中壢區,1960
102,8,楊梅區,707
102,8,蘆竹區,996
102,8,大園區,470
102,8,龜山區,478
102,8,八德區,444
102,8,龍潭區,604
102,8,平鎮區,693
102,8,新屋區,419
102,8,觀音區,474
102,8,復興區,14
102,7,桃園區,1726
102,7,大溪區,300
102,7,中壢區,1745
102,7,楊梅區,810
102,7,蘆竹區,1261
102,7,大園區,585
102,7,龜山區,582
102,7,八德區,545
102,7,龍潭區,572
102,7,平鎮區,819
102,7,新屋區,438
102,7,觀音區,508
102,7,復興區,17
102,6,桃園區,2522
102,6,大溪區,422
102,6,中壢區,2784
102,6,楊梅區,1508
102,6,蘆竹區,2278
102,6,大園區,1210
102,6,龜山區,1492
102,6,八德區,970
102,6,龍潭區,954
102,6,平鎮區,795
102,6,新屋區,912
102,6,觀音區,728
102,6,復興區,28
102,5,桃園區,2520
102,5,大溪區,272
102,5,中壢區,1687
102,5,楊梅區,813
102,5,蘆竹區,991
102,5,大園區,652
102,5,龜山區,1046
102,5,八德區,583
102,5,龍潭區,673
102,5,平鎮區,891
102,5,新屋區,638
102,5,觀音區,505
102,5,復興區,37
102,4,桃園區,4692
102,4,大溪區,322
102,4,中壢區,1805
102,4,楊梅區,600
102,4,蘆竹區,942
102,4,大園區,691
102,4,龜山區,1707
102,4,八德區,444
102,4,龍潭區,462
102,4,平鎮區,747
102,4,新屋區,501
102,4,觀音區,321
102,4,復興區,32
102,3,桃園區,3750
102,3,大溪區,267
102,3,中壢區,1268
102,3,楊梅區,592
102,3,蘆竹區,1023
102,3,大園區,876
102,3,龜山區,1138
102,3,八德區,348
102,3,龍潭區,424
102,3,平鎮區,827
102,3,新屋區,460
102,3,觀音區,367
102,3,復興區,17
102,2,桃園區,4548
102,2,大溪區,186
102,2,中壢區,949
102,2,楊梅區,640
102,2,蘆竹區,645
102,2,大園區,558
102,2,龜山區,1676
102,2,八德區,241
102,2,龍潭區,382
102,2,平鎮區,501
102,2,新屋區,290
102,2,觀音區,259
102,2,復興區,13
102,12,桃園區,1568
102,12,大溪區,406
102,12,中壢區,1309
102,12,楊梅區,664
102,12,蘆竹區,948
102,12,大園區,396
102,12,龜山區,345
102,12,八德區,645
102,12,龍潭區,523
102,12,平鎮區,819
102,12,新屋區,678
102,12,觀音區,557
102,12,復興區,16
102,11,桃園區,1260
102,11,大溪區,248
102,11,中壢區,1385
102,11,楊梅區,792
102,11,蘆竹區,728
102,11,大園區,388
102,11,龜山區,446
102,11,八德區,645
102,11,龍潭區,616
102,11,平鎮區,546
102,11,新屋區,337
102,11,觀音區,301
102,11,復興區,12
102,10,桃園區,1650
102,10,大溪區,281
102,10,中壢區,1351
102,10,楊梅區,866
102,10,蘆竹區,747
102,10,大園區,451
102,10,龜山區,455
102,10,八德區,515
102,10,龍潭區,520
102,10,平鎮區,680
102,10,新屋區,456
102,10,觀音區,400
102,10,復興區,190
102,1,桃園區,5864
102,1,大溪區,337
102,1,中壢區,1929
102,1,楊梅區,667
102,1,蘆竹區,614
102,1,大園區,833
102,1,龜山區,2648
102,1,八德區,471
102,1,龍潭區,525
102,1,平鎮區,728
102,1,新屋區,361
102,1,觀音區,422
102,1,復興區,16
101,9,桃園區,3315
101,9,大溪區,440
101,9,中壢區,3921
101,9,楊梅區,1132
101,9,蘆竹區,1860
101,9,大園區,670
101,9,龜山區,1347
101,9,八德區,439
101,9,龍潭區,820
101,9,平鎮區,543
101,9,新屋區,510
101,9,觀音區,618
101,9,復興區,24
101,8,桃園區,3369
101,8,大溪區,432
101,8,中壢區,4683
101,8,楊梅區,1144
101,8,蘆竹區,1234
101,8,大園區,972
101,8,龜山區,1098
101,8,八德區,783
101,8,龍潭區,1034
101,8,平鎮區,562
101,8,新屋區,700
101,8,觀音區,840
101,8,復興區,38
101,7,桃園區,1508
101,7,大溪區,1464
101,7,中壢區,9155
101,7,楊梅區,3149
101,7,蘆竹區,1938
101,7,大園區,1278
101,7,龜山區,472
101,7,八德區,1260
101,7,龍潭區,2305
101,7,平鎮區,728
101,7,新屋區,1490
101,7,觀音區,1630
101,7,復興區,79
101,6,桃園區,1408
101,6,大溪區,385
101,6,中壢區,1843
101,6,楊梅區,556
101,6,蘆竹區,647
101,6,大園區,334
101,6,龜山區,636
101,6,八德區,504
101,6,龍潭區,578
101,6,平鎮區,583
101,6,新屋區,279
101,6,觀音區,229
101,6,復興區,13
101,5,桃園區,3613
101,5,大溪區,533
101,5,中壢區,1620
101,5,楊梅區,506
101,5,蘆竹區,822
101,5,大園區,354
101,5,龜山區,829
101,5,八德區,487
101,5,龍潭區,607
101,5,平鎮區,781
101,5,新屋區,315
101,5,觀音區,292
101,5,復興區,14
101,4,桃園區,3654
101,4,大溪區,399
101,4,中壢區,1102
101,4,楊梅區,556
101,4,蘆竹區,599
101,4,大園區,206
101,4,龜山區,870
101,4,八德區,473
101,4,龍潭區,375
101,4,平鎮區,697
101,4,新屋區,202
101,4,觀音區,208
101,4,復興區,40
101,3,桃園區,5049
101,3,大溪區,355
101,3,中壢區,1392
101,3,楊梅區,599
101,3,蘆竹區,580
101,3,大園區,164
101,3,龜山區,1518
101,3,八德區,325
101,3,龍潭區,417
101,3,平鎮區,654
101,3,新屋區,171
101,3,觀音區,250
101,3,復興區,38
101,2,桃園區,3489
101,2,大溪區,192
101,2,中壢區,1048
101,2,楊梅區,365
101,2,蘆竹區,383
101,2,大園區,157
101,2,龜山區,786
101,2,八德區,358
101,2,龍潭區,579
101,2,平鎮區,352
101,2,新屋區,183
101,2,觀音區,155
101,2,復興區,5
101,12,桃園區,3543
101,12,大溪區,682
101,12,中壢區,4701
101,12,楊梅區,1376
101,12,蘆竹區,1392
101,12,大園區,1466
101,12,龜山區,2313
101,12,八德區,575
101,12,龍潭區,1054
101,12,平鎮區,676
101,12,新屋區,902
101,12,觀音區,963
101,12,復興區,24
101,11,桃園區,4287
101,11,大溪區,410
101,11,中壢區,3939
101,11,楊梅區,1202
101,11,蘆竹區,1508
101,11,大園區,1608
101,11,龜山區,1476
101,11,八德區,458
101,11,龍潭區,716
101,11,平鎮區,569
101,11,新屋區,514
101,11,觀音區,930
101,11,復興區,34
101,10,桃園區,3837
101,10,大溪區,420
101,10,中壢區,5025
101,10,楊梅區,1106
101,10,蘆竹區,2082
101,10,大園區,1052
101,10,龜山區,1161
101,10,八德區,514
101,10,龍潭區,970
101,10,平鎮區,630
101,10,新屋區,688
101,10,觀音區,756
101,10,復興區,14
101,1,桃園區,3429
101,1,大溪區,152
101,1,中壢區,955
101,1,楊梅區,477
101,1,蘆竹區,459
101,1,大園區,191
101,1,龜山區,996
101,1,八德區,211
101,1,龍潭區,402
101,1,平鎮區,361
101,1,新屋區,150
101,1,觀音區,281
101,1,復興區,20
100,9,桃園區,1271
100,9,大溪區,171
100,9,中壢區,1166
100,9,楊梅區,604
100,9,蘆竹區,493
100,9,大園區,276
100,9,龜山區,521
100,9,八德區,429
100,9,龍潭區,287
100,9,平鎮區,484
100,9,新屋區,354
100,9,觀音區,269
100,9,復興區,26
100,8,桃園區,1243
100,8,大溪區,199
100,8,中壢區,1033
100,8,楊梅區,614
100,8,蘆竹區,601
100,8,大園區,257
100,8,龜山區,616
100,8,八德區,366
100,8,龍潭區,375
100,8,平鎮區,474
100,8,新屋區,456
100,8,觀音區,255
100,8,復興區,19
100,7,桃園區,1223
100,7,大溪區,209
100,7,中壢區,1074
100,7,楊梅區,764
100,7,蘆竹區,617
100,7,大園區,292
100,7,龜山區,606
100,7,八德區,397
100,7,龍潭區,373
100,7,平鎮區,553
100,7,新屋區,314
100,7,觀音區,299
100,7,復興區,25
100,6,桃園區,1312
100,6,大溪區,267
100,6,中壢區,1177
100,6,楊梅區,714
100,6,蘆竹區,1188
100,6,大園區,341
100,6,龜山區,518
100,6,八德區,446
100,6,龍潭區,331
100,6,平鎮區,643
100,6,新屋區,215
100,6,觀音區,272
100,6,復興區,23
100,5,桃園區,1572
100,5,大溪區,291
100,5,中壢區,1616
100,5,楊梅區,828
100,5,蘆竹區,809
100,5,大園區,483
100,5,龜山區,474
100,5,八德區,545
100,5,龍潭區,379
100,5,平鎮區,679
100,5,新屋區,261
100,5,觀音區,396
100,5,復興區,32
100,4,桃園區,1417
100,4,大溪區,180
100,4,中壢區,1518
100,4,楊梅區,699
100,4,蘆竹區,618
100,4,大園區,437
100,4,龜山區,386
100,4,八德區,599
100,4,龍潭區,384
100,4,平鎮區,606
100,4,新屋區,266
100,4,觀音區,264
100,4,復興區,14
100,3,桃園區,1764
100,3,大溪區,196
100,3,中壢區,1516
100,3,楊梅區,881
100,3,蘆竹區,879
100,3,大園區,790
100,3,龜山區,572
100,3,八德區,1252
100,3,龍潭區,442
100,3,平鎮區,622
100,3,新屋區,364
100,3,觀音區,248
100,3,復興區,12
100,2,桃園區,983
100,2,大溪區,175
100,2,中壢區,882
100,2,楊梅區,457
100,2,蘆竹區,464
100,2,大園區,495
100,2,龜山區,347
100,2,八德區,402
100,2,龍潭區,258
100,2,平鎮區,300
100,2,新屋區,280
100,2,觀音區,151
100,2,復興區,7
100,12,桃園區,1523
100,12,大溪區,371
100,12,中壢區,1205
100,12,楊梅區,684
100,12,蘆竹區,560
100,12,大園區,467
100,12,龜山區,508
100,12,八德區,343
100,12,龍潭區,397
100,12,平鎮區,526
100,12,新屋區,247
100,12,觀音區,283
100,12,復興區,26
100,11,桃園區,1442
100,11,大溪區,182
100,11,中壢區,1347
100,11,楊梅區,682
100,11,蘆竹區,554
100,11,大園區,226
100,11,龜山區,547
100,11,八德區,390
100,11,龍潭區,370
100,11,平鎮區,498
100,11,新屋區,254
100,11,觀音區,182
100,11,復興區,18
100,10,桃園區,1406
100,10,大溪區,192
100,10,中壢區,1025
100,10,楊梅區,513
100,10,蘆竹區,483
100,10,大園區,219
100,10,龜山區,403
100,10,八德區,342
100,10,龍潭區,327
100,10,平鎮區,550
100,10,新屋區,207
100,10,觀音區,272
100,10,復興區,22
100,1,桃園區,1728
100,1,大溪區,320
100,1,中壢區,1774
100,1,楊梅區,729
100,1,蘆竹區,876
100,1,大園區,827
100,1,龜山區,730
100,1,八德區,760
100,1,龍潭區,659
100,1,平鎮區,638
100,1,新屋區,265
100,1,觀音區,233
100,1,復興區,36
